Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?url=https://github.com/AthenZ/athenz,590,0,600.0,1744.5230201695067,181.16319999990083,60062.78530000054,5183.901694915255,1.9700421052744206,0.0,610,840,1000,1100,1400,1700,7400,60000,60000,60000,60000
GET,/?url=https://github.com/Blealtan/efficient-kan,598,0,500.0,2098.8422876254344,175.43730000033975,60061.83989999954,3933.5719063545152,1.9967545406001754,0.0,510,750,880,960,1300,1700,60000,60000,60000,60000,60000
GET,/?url=https://github.com/adrianhajdin/banking,582,0,600.0,1788.618713058429,183.5547000000588,60066.31230000039,4488.927835051546,1.9433296699486657,0.0,600,830,1000,1100,1600,2100,7600,60000,60000,60000,60000
GET,/?url=https://github.com/codecrafters-io/build-your-own-x,572,0,520.0,1120.9694227272473,178.9040000003297,60049.0078999992,9386.678321678322,1.9099391257914722,0.0,530,750,900,1000,1300,1600,2400,7500,60000,60000,60000
GET,/?url=https://github.com/fastfetch-cli/fastfetch,587,0,570.0,1658.8262405451705,179.2728000000352,60064.17230000079,4733.088586030664,1.9600249420272624,0.0,570,830,960,1100,1400,1800,7500,60000,60000,60000,60000
GET,/?url=https://github.com/features/actions,600,0,520.0,2145.3426374999813,181.0163999998622,60068.227199999455,4397.721666666666,2.003432649431614,0.0,520,780,940,1100,1600,2800,60000,60000,60000,60000,60000
GET,/?url=https://github.com/huggingface/candle,588,0,620.0,1520.023382653054,174.80030000024271,60063.74849999975,5607.544217687075,1.9633639964429819,0.0,620,850,1000,1100,1400,1700,7500,60000,60000,60000,60000
GET,/?url=https://github.com/karpathy/llm.c,594,0,560.0,1397.885534680162,179.43749999994907,60061.39979999989,4699.9158249158245,1.983398322937298,0.0,560,810,950,1000,1300,1600,3300,60000,60000,60000,60000
GET,/?url=https://github.com/marketplace/naming-conventions-bot,592,0,570.0,1777.9202618243498,180.6722000001173,60063.05880000036,3966.7432432432433,1.9767202141058593,0.0,570,780,900,970,1300,1600,7400,60000,60000,60000,60000
GET,/?url=https://github.com/tokio-rs/axum,577,0,550.0,1410.4590086655155,175.74229999991076,60063.0971999999,4276.046793760832,1.9266343978700688,0.0,550,740,910,1000,1300,1700,3500,60000,60000,60000,60000
,Aggregated,5880,0,560.0,1669.721914285724,174.80030000024271,60068.227199999455,5053.4093537414965,19.63363996442982,0.0,560,800,940,1100,1400,1800,7500,60000,60000,60000,60000
